Slides & Presentations,https://ru.wordpress.org/plugins/slide/,5.3.11
Gutenberg Blocks Ч ACF Blocks Suite,https://ru.wordpress.org/plugins/acf-blocks/,5.8.3
Insert Giphy Block,https://ru.wordpress.org/plugins/insert-giphy-block/,5.3.11
WP Munich Blocks Ч Gutenberg Blocks for WordPress,https://ru.wordpress.org/plugins/wp-munich-blocks/,5.6.7
Post Layouts for Gutenberg,https://ru.wordpress.org/plugins/post-layouts/,5.9
Easy Digital Downloads Ч Blocks,https://ru.wordpress.org/plugins/edd-blocks/,5.4.9
Animate Blocks,https://ru.wordpress.org/plugins/animate-blocks/,5.1.12
myCred Ч Gutenberg Blocks,https://ru.wordpress.org/plugins/mycred-blocks/,5.8.3
GamiPress Ч Vimeo integration,https://ru.wordpress.org/plugins/gamipress-vimeo-integration/,5.9
Photo Gallery by Ays Ч Responsive Image Gallery,https://ru.wordpress.org/plugins/gallery-photo-gallery/,5.9
"Countdown and CountUp, WooCommerce Sales Timer",https://ru.wordpress.org/plugins/countdown-wpdevart-extended/,5.9
